Sold Price (AUD),Bedrooms,Bathrooms,Car Spaces,Land Size (m2),Travel Time to CBD (min),Has Garden,Sale Year,Sale Month,Suburb_Burwood,Suburb_Hawthorn,Suburb_Ringwood,Property Type_House,Property Type_Unit
260000,-0.4353188567282851,0.9423064972256977,-0.5876835207772628,-0.6794435738696002,0.04884024705413066,0,-1.6593047826486942,0.8690481892534817,1,0,0,0,1
340000,-1.3298096582247612,-0.8027055346737424,-0.5876835207772628,-0.6794435738696002,0.21164107056789913,0,-1.6593047826486942,0.8690481892534817,1,0,0,0,1
125250,-1.3298096582247612,-0.8027055346737424,-1.7475852065218607,-0.6794435738696002,0.3744418940816676,0,-1.6593047826486942,0.5069447770645311,1,0,0,0,1
470000,-0.4353188567282851,-0.8027055346737424,-0.5876835207772628,-0.6794435738696002,0.5372427175954361,0,-1.6593047826486942,0.5069447770645311,1,0,0,0,1
520000,-0.4353188567282851,0.9423064972256977,-0.5876835207772628,-0.6794435738696002,0.7000435411092046,0,-1.6593047826486942,0.14484136487558041,1,0,0,0,1
327000,-1.3298096582247612,-0.8027055346737424,-0.5876835207772628,-0.6794435738696002,0.8628443646229731,0,-1.6593047826486942,0.14484136487558041,1,0,0,0,1
491000,-0.4353188567282851,0.9423064972256977,-0.5876835207772628,-0.6794435738696002,1.0256451881367417,0,-1.6593047826486942,-0.2172620473133703,1,0,0,0,1
510000,-0.4353188567282851,0.9423064972256977,-0.5876835207772628,-0.6794435738696002,1.18844601165051,0,-1.6593047826486942,-0.579365459502321,1,0,0,0,1
198000,-1.3298096582247612,-0.8027055346737424,-0.5876835207772628,-0.6794435738696002,1.3512468351642786,0,-1.6593047826486942,-0.9414688716912717,1,0,0,0,1
670000,-0.4353188567282851,0.9423064972256977,-0.5876835207772628,-0.6794435738696002,1.514047658678047,0,-1.6593047826486942,-0.9414688716912717,1,0,0,0,1
